domain,google,quad9,cloudflare,comodosecuredns,opendns,A_list
google.com,3,390,3,8,22,"['142.250.203.110', '142.250.203.110', '172.217.168.46', '142.250.186.46', '142.250.203.110']"
youtube.com,16,155,15,2111,22,"['172.217.168.78', '172.217.168.14', '142.250.203.110', '142.250.185.206', '172.217.168.78']"
facebook.com,20,34,9,8,28,"['157.240.201.35', '157.240.17.35', '157.240.251.35', '157.240.252.35', '157.240.201.35']"
a-msedge.net,0,0,0,0,0,[]
microsoft.com,3,2,6,8,6,"['20.112.250.133', '20.231.239.246', '20.76.201.171', '20.70.246.20', '20.236.44.162', '20.236.44.162', '20.112.250.133', '20.76.201.171', '20.231.239.246', '20.70.246.20', '20.112.250.133', '20.236.44.162', '20.76.201.171', '20.70.246.20', '20.231.239.246', '20.112.250.133', '20.231.239.246', '20.76.201.171', '20.70.246.20', '20.236.44.162', '20.236.44.162', '20.70.246.20', '20.76.201.171', '20.112.250.133', '20.231.239.246']"
netflix.com,4,25,3,36,6,"['52.214.181.141', '54.170.196.176', '54.246.79.9', '54.73.148.110', '54.155.246.232', '18.200.8.190', '54.170.196.176', '54.246.79.9', '52.214.181.141', '18.200.8.190', '54.155.246.232', '54.73.148.110', '54.170.196.176', '54.246.79.9', '52.214.181.141']"
epicgames.com,3,22,7,10,8,"['54.157.155.117', '54.226.212.47', '54.87.93.14', '3.224.229.142', '3.224.231.164', '44.215.224.99', '34.205.180.101', '52.22.246.29', '18.232.4.194', '34.225.166.220', '3.228.194.172', '34.206.236.114', '54.89.15.95', '34.203.119.126', '44.215.224.99', '3.211.207.12', '107.23.88.204', '34.193.109.40', '54.157.155.117', '174.129.246.223', '54.210.212.240', '3.210.97.92', '54.226.212.47', '54.87.93.14', '34.206.236.114', '3.233.179.35', '54.87.93.14', '54.210.212.240', '18.210.41.252', '54.226.83.163', '52.203.14.136', '174.129.246.223', '23.20.192.195', '34.192.40.46', '34.193.109.40', '34.203.119.126', '34.205.180.101', '54.210.212.240', '3.211.207.12', '18.210.41.252']"
akamaiedge.net,0,0,0,0,0,[]
gtld-servers.net,0,0,0,0,0,[]
twitter.com,2,2,2,66,6,"['104.244.42.65', '104.244.42.129', '104.244.42.1', '104.244.42.193', '104.244.42.193', '104.244.42.65', '104.244.42.1', '104.244.42.129', '104.244.42.193', '104.244.42.65', '104.244.42.129', '104.244.42.193', '104.244.42.1', '104.244.42.65']"
