domain,google,quad9,cloudflare,comodosecuredns,opendns,A_list
google.com,104,8,9,11,104,"['142.250.204.14', '142.250.67.14', '172.217.24.46', '142.251.221.78', '142.250.204.14']"
youtube.com,103,8,9,9,100,"['142.250.204.14', '172.217.167.78', '142.251.221.78', '172.217.167.78', '142.250.204.14']"
facebook.com,10,9,13,11,100,"['31.13.66.35', '157.240.8.35', '157.240.8.35', '157.240.8.35', '31.13.66.35']"
a-msedge.net,0,0,0,0,0,[]
microsoft.com,9,10,10,21,9,"['20.81.111.85', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.112.250.133', '20.231.239.246', '20.76.201.171', '20.70.246.20', '20.236.44.162', '20.103.85.33', '20.112.52.29', '20.112.250.133', '20.70.246.20', '20.76.201.171', '20.84.181.62', '20.231.239.246', '20.236.44.162', '20.53.203.50', '20.81.111.85', '20.231.239.246', '20.112.52.29', '20.81.111.85', '20.76.201.171', '20.70.246.20', '20.84.181.62', '20.53.203.50', '20.236.44.162', '20.103.85.33', '20.112.250.133', '20.81.111.85', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.112.250.133', '20.231.239.246', '20.76.201.171', '20.70.246.20', '20.236.44.162', '20.70.246.20', '20.76.201.171', '20.81.111.85', '20.84.181.62', '20.103.85.33', '20.112.52.29', '20.112.250.133', '20.231.239.246', '20.236.44.162', '20.53.203.50']"
netflix.com,14,12,8,142,43,"['44.240.158.19', '52.38.7.83', '44.242.13.161', '44.242.60.85', '44.234.232.238', '44.237.234.25', '44.242.13.161', '52.38.7.83', '44.240.158.19', '44.234.232.238', '44.237.234.25', '44.242.60.85', '52.38.7.83', '44.240.158.19', '44.242.13.161']"
epicgames.com,13,171,12,20,44,"['34.232.137.100', '34.192.40.46', '3.232.100.130', '34.225.166.220', '34.203.119.126', '54.226.83.163', '34.193.142.121', '35.169.142.199', '3.210.97.92', '3.210.115.173', '34.203.119.126', '54.197.143.69', '18.213.59.57', '52.207.120.16', '54.157.155.117', '3.224.231.164', '54.210.212.240', '3.211.207.12', '34.205.180.101', '34.193.109.40', '52.86.209.73', '54.235.191.8', '3.210.97.92', '54.89.15.95', '3.230.29.161', '3.232.100.130', '3.210.97.92', '3.211.212.74', '3.211.207.12', '35.169.142.199', '174.129.246.223', '18.213.59.57', '3.224.231.164', '34.192.40.46', '35.169.142.199', '52.207.120.16', '54.87.93.14', '54.226.83.163', '54.235.191.8', '3.210.97.92']"
akamaiedge.net,0,0,0,0,0,[]
gtld-servers.net,0,0,0,0,0,[]
twitter.com,12,8,16,11,10,"['104.244.42.193', '104.244.42.129', '104.244.42.1', '104.244.42.65', '104.244.42.193', '104.244.42.193', '104.244.42.1', '104.244.42.65', '104.244.42.129', '104.244.42.129', '104.244.42.193', '104.244.42.65', '104.244.42.1', '104.244.42.193']"
instagram.com,11,7,8,139,8,"['31.13.66.174', '157.240.8.174', '157.240.8.174', '157.240.8.174', '31.13.66.174']"
baidu.com,9,10,9,259,7,"['110.242.68.66', '39.156.66.10', '39.156.66.10', '110.242.68.66', '39.156.66.10', '110.242.68.66', '110.242.68.66', '39.156.66.10', '39.156.66.10', '110.242.68.66']"
amazonaws.com,7,9,7,119,11,"['207.171.166.22', '72.21.210.29', '72.21.206.80', '72.21.210.29', '72.21.206.80', '207.171.166.22', '72.21.206.80', '207.171.166.22', '72.21.210.29', '72.21.210.29', '207.171.166.22', '72.21.206.80', '207.171.166.22', '72.21.206.80', '72.21.210.29']"
apple.com,8,10,9,9,6,"['17.253.144.10', '17.253.144.10', '17.253.144.10', '17.253.144.10', '17.253.144.10']"
linkedin.com,10,9,7,10,14,"['13.107.42.14', '13.107.42.14', '13.107.42.14', '13.107.42.14', '13.107.42.14']"
cloudflare.com,13,7,7,12,8,"['104.16.133.229', '104.16.132.229', '104.16.132.229', '104.16.133.229', '104.16.133.229', '104.16.132.229', '104.16.132.229', '104.16.133.229', '104.16.133.229', '104.16.132.229']"
wikipedia.org,210,8,9,184,290,"['103.102.166.224', '103.102.166.224', '103.102.166.224', '103.102.166.224', '103.102.166.224']"
