domain,google,quad9,cloudflare,comodosecuredns,opendns,A_list
google.com,5,5,5,111,56,"['142.251.128.110', '142.250.219.142', '142.250.218.174', '142.250.80.46', '142.250.219.206']"
youtube.com,5,6,7,113,5,"['142.251.132.238', '142.250.218.174', '142.251.129.174', '142.251.40.206', '142.250.218.78']"
facebook.com,4,5,4,125,6,"['157.240.12.35', '31.13.85.36', '31.13.85.36', '31.13.67.35', '157.240.12.35']"
a-msedge.net,0,0,0,0,0,[]
microsoft.com,4,6,5,159,4,"['20.81.111.85', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.81.111.85', '20.81.111.85', '20.53.203.50', '20.112.52.29', '20.103.85.33', '20.84.181.62', '20.81.111.85', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.103.85.33', '20.112.52.29', '20.53.203.50', '20.81.111.85', '20.84.181.62']"
netflix.com,7,5,4,113,7,"['3.211.157.115', '54.160.93.182', '3.225.92.8', '3.225.92.8', '54.160.93.182', '3.211.157.115', '3.211.157.115', '54.160.93.182', '3.225.92.8', '3.225.92.8', '3.211.157.115', '54.160.93.182', '54.160.93.182', '3.211.157.115', '3.225.92.8']"
epicgames.com,5,5,4,122,4,"['23.20.205.194', '3.224.231.164', '34.203.148.103', '54.90.222.114', '3.211.212.74', '34.193.142.121', '3.224.229.142', '54.197.143.69', '3.86.126.224', '35.169.142.199', '18.213.59.57', '3.224.231.164', '54.210.212.240', '52.22.246.29', '52.71.194.139', '54.197.143.69', '18.213.59.57', '52.207.120.16', '3.86.126.224', '54.87.93.14', '3.233.179.35', '34.236.240.206', '3.232.100.130', '18.232.4.194', '3.223.206.124', '34.236.240.206', '3.216.16.195', '54.226.83.163', '54.235.191.8', '34.193.109.40', '3.230.29.161', '34.206.236.114', '3.233.179.35', '34.236.240.206', '44.215.224.99', '52.71.194.139', '107.23.88.204', '3.86.126.224', '3.210.97.92', '3.224.229.142']"
akamaiedge.net,0,0,0,0,0,[]
gtld-servers.net,0,0,0,0,0,[]
twitter.com,5,4,5,113,4,"['104.244.42.193', '104.244.42.129', '104.244.42.65', '104.244.42.1', '104.244.42.65', '104.244.42.1', '104.244.42.129', '104.244.42.193', '104.244.42.65', '104.244.42.1', '104.244.42.129', '104.244.42.193', '104.244.42.129', '104.244.42.129']"
