domain,google,quad9,cloudflare,comodosecuredns,opendns,A_list
google.com,5,5,4,114,56,"['142.250.219.238', '142.250.218.78', '142.250.219.238', '142.250.64.110', '142.250.219.238']"
youtube.com,4,5,4,125,54,"['142.250.219.14', '142.251.129.238', '172.217.173.110', '142.250.65.238', '142.251.128.142']"
facebook.com,4,4,3,115,46,"['157.240.12.35', '157.240.226.35', '157.240.12.35', '157.240.229.35', '157.240.12.35']"
a-msedge.net,0,0,0,0,0,[]
microsoft.com,4,5,4,124,5,"['20.81.111.85', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.84.181.62', '20.53.203.50', '20.112.52.29', '20.103.85.33', '20.81.111.85', '20.112.52.29', '20.84.181.62', '20.103.85.33', '20.81.111.85', '20.53.203.50', '20.81.111.85', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.53.203.50', '20.81.111.85', '20.84.181.62', '20.103.85.33', '20.112.52.29']"
netflix.com,7,5,4,114,6,"['54.237.226.164', '3.230.129.93', '52.3.144.142', '54.237.226.164', '52.3.144.142', '3.230.129.93', '3.230.129.93', '54.237.226.164', '52.3.144.142', '54.237.226.164', '52.3.144.142', '3.230.129.93', '54.237.226.164', '3.230.129.93', '52.3.144.142']"
epicgames.com,9,7,5,115,5,"['3.210.115.173', '54.210.212.240', '3.86.126.224', '52.203.14.136', '54.87.93.14', '3.228.194.172', '34.203.148.103', '34.225.166.220', '34.236.240.206', '3.216.16.195', '52.207.120.16', '18.213.59.57', '52.71.194.139', '52.2.162.131', '3.224.231.164', '3.224.229.142', '34.232.137.100', '3.233.179.35', '54.226.83.163', '34.192.116.37', '34.225.166.220', '54.210.212.240', '52.203.14.136', '54.226.212.47', '3.230.29.161', '54.89.15.95', '3.224.229.142', '3.211.207.12', '3.86.126.224', '54.197.143.69', '52.207.120.16', '3.224.231.164', '44.215.224.99', '52.203.14.136', '107.23.88.204', '3.210.115.173', '3.224.231.164', '3.232.100.130', '23.20.205.194', '34.193.109.40']"
akamaiedge.net,0,0,0,0,0,[]
gtld-servers.net,0,0,0,0,0,[]
twitter.com,5,5,4,113,5,"['104.244.42.193', '104.244.42.129', '104.244.42.129', '104.244.42.193', '104.244.42.1', '104.244.42.65', '104.244.42.129', '104.244.42.129', '104.244.42.193', '104.244.42.1', '104.244.42.65']"
