domain,google,quad9,cloudflare,comodosecuredns,opendns,A_list
google.com,6,5,4,134,60,"['142.250.218.238', '142.251.129.110', '142.250.219.174', '142.250.81.238', '142.250.219.238']"
youtube.com,64,6,4,112,54,"['142.251.128.142', '142.250.218.206', '142.251.128.14', '142.250.64.78', '142.251.128.142']"
facebook.com,6,5,3,158,6,"['157.240.12.35', '157.240.222.35', '31.13.85.36', '157.240.14.35', '157.240.12.35']"
a-msedge.net,0,0,0,0,0,[]
microsoft.com,5,5,4,124,7,"['20.81.111.85', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.53.203.50', '20.112.52.29', '20.81.111.85', '20.84.181.62', '20.103.85.33', '20.84.181.62', '20.112.52.29', '20.103.85.33', '20.81.111.85', '20.53.203.50', '20.81.111.85', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.81.111.85', '20.84.181.62', '20.103.85.33', '20.112.52.29', '20.53.203.50']"
netflix.com,6,5,5,114,6,"['52.3.144.142', '54.237.226.164', '3.230.129.93', '54.160.93.182', '3.225.92.8', '3.211.157.115', '52.3.144.142', '3.230.129.93', '54.237.226.164', '3.211.157.115', '54.160.93.182', '3.225.92.8', '54.160.93.182', '3.211.157.115', '3.225.92.8']"
epicgames.com,4,8,4,126,6,"['54.90.222.114', '174.129.246.223', '52.207.120.16', '3.228.194.172', '44.215.224.99', '18.213.59.57', '3.224.231.164', '34.236.240.206', '34.203.148.103', '34.193.109.40', '34.225.166.220', '3.233.179.35', '107.23.88.204', '3.210.115.173', '3.211.207.12', '35.169.142.199', '3.223.206.124', '54.226.212.47', '3.233.179.35', '52.22.246.29', '34.205.180.101', '44.215.224.99', '3.211.207.12', '52.207.120.16', '35.169.142.199', '34.232.137.100', '3.233.179.35', '34.203.148.103', '52.203.14.136', '34.203.119.126', '44.215.224.99', '34.192.40.46', '54.90.222.114', '54.226.212.47', '3.86.126.224', '3.223.206.124', '3.233.179.35', '23.20.205.194', '34.192.40.46', '35.169.142.199']"
akamaiedge.net,0,0,0,0,0,[]
gtld-servers.net,0,0,0,0,0,[]
twitter.com,7,5,5,113,5,"['104.244.42.65', '104.244.42.193', '104.244.42.129', '104.244.42.1', '104.244.42.193', '104.244.42.129', '104.244.42.1', '104.244.42.65', '104.244.42.129', '104.244.42.1', '104.244.42.65', '104.244.42.193', '104.244.42.193', '104.244.42.1', '104.244.42.129', '104.244.42.65', '104.244.42.193']"
