domain,google,quad9,cloudflare,comodosecuredns,opendns,A_list
google.com,64,6,4,128,63,"['142.250.219.206', '142.251.128.14', '172.217.28.238', '142.250.81.238', '142.250.219.206']"
youtube.com,6,5,4,112,58,"['142.250.218.206', '142.250.218.206', '142.250.219.174', '142.251.41.14', '142.251.128.110']"
facebook.com,5,4,4,132,5,"['157.240.12.35', '31.13.85.36', '157.240.226.35', '157.240.241.35', '31.13.90.35']"
a-msedge.net,0,0,0,0,0,[]
microsoft.com,4,7,4,120,5,"['20.81.111.85', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.81.111.85', '20.81.111.85', '20.103.85.33', '20.53.203.50', '20.84.181.62', '20.112.52.29', '20.81.111.85', '20.84.181.62', '20.103.85.33', '20.53.203.50', '20.112.52.29', '20.112.250.133', '20.231.239.246', '20.76.201.171', '20.70.246.20', '20.236.44.162', '20.112.52.29', '20.53.203.50', '20.81.111.85', '20.84.181.62', '20.103.85.33']"
netflix.com,7,6,4,133,6,"['52.3.144.142', '3.230.129.93', '54.237.226.164', '54.237.226.164', '52.3.144.142', '3.230.129.93', '3.225.92.8', '54.160.93.182', '3.211.157.115', '3.230.129.93', '54.237.226.164', '52.3.144.142', '54.160.93.182', '3.211.157.115', '3.225.92.8']"
epicgames.com,5,13,4,131,4,"['3.233.179.35', '18.213.59.57', '34.203.119.126', '35.169.142.199', '34.192.40.46', '34.225.166.220', '52.203.14.136', '34.192.116.37', '23.20.205.194', '34.192.116.37', '3.208.225.137', '3.210.97.92', '44.215.224.99', '18.213.59.57', '52.86.209.73', '34.193.142.121', '54.89.15.95', '23.20.205.194', '34.193.109.40', '54.197.143.69', '34.192.116.37', '34.192.40.46', '35.169.142.199', '18.232.4.194', '54.226.212.47', '3.211.207.12', '34.192.116.37', '23.20.205.194', '3.211.212.74', '3.228.194.172', '52.71.194.139', '34.203.119.126', '52.2.162.131', '54.90.222.114', '107.23.88.204', '174.129.246.223', '3.208.225.137', '3.211.207.12', '3.211.212.74', '18.213.59.57']"
akamaiedge.net,0,0,0,0,0,[]
gtld-servers.net,0,0,0,0,0,[]
twitter.com,7,4,4,115,4,"['104.244.42.193', '104.244.42.1', '104.244.42.65', '104.244.42.129', '104.244.42.129', '104.244.42.65', '104.244.42.1', '104.244.42.193', '104.244.42.1', '104.244.42.129', '104.244.42.193', '104.244.42.65', '104.244.42.65', '104.244.42.1', '104.244.42.129', '104.244.42.193', '104.244.42.193', '104.244.42.1', '104.244.42.65', '104.244.42.129']"
instagram.com,8,5,3,130,6,"['31.13.90.174', '31.13.85.174', '157.240.12.174', '31.13.71.174', '31.13.90.174']"
baidu.com,4,5,4,114,5,"['110.242.68.66', '39.156.66.10', '110.242.68.66', '39.156.66.10', '110.242.68.66', '39.156.66.10', '39.156.66.10', '110.242.68.66', '110.242.68.66', '39.156.66.10']"
amazonaws.com,5,4,4,120,5,"['72.21.210.29', '72.21.206.80', '207.171.166.22', '72.21.210.29', '207.171.166.22', '72.21.206.80', '72.21.206.80', '72.21.210.29', '207.171.166.22', '72.21.206.80', '72.21.210.29', '207.171.166.22', '72.21.206.80', '72.21.210.29', '207.171.166.22']"
apple.com,4,5,3,113,8,"['17.253.144.10', '17.253.144.10', '17.253.144.10', '17.253.144.10', '17.253.144.10']"
linkedin.com,9,5,4,112,5,"['13.107.42.14', '13.107.42.14', '13.107.42.14', '13.107.42.14', '13.107.42.14']"
cloudflare.com,5,5,4,117,4,"['104.16.133.229', '104.16.132.229', '104.16.133.229', '104.16.132.229', '104.16.133.229', '104.16.132.229', '104.16.132.229', '104.16.133.229', '104.16.132.229', '104.16.133.229']"
