Domain,Time,Server,Country,GMT Time,Local Time,Type of Domain
google.com,464.37764167785645,Google,brasil,15062023T22,15062023L19,Popular
google.com,2121.218681335449,Quad9,brasil,15062023T22,15062023L19,Popular
google.com,2.4585723876953125,OpenDNS,brasil,15062023T22,15062023L19,Popular
google.com,128.8473606109619,CloudFlare,brasil,15062023T22,15062023L19,Popular
google.com,91.40276908874512,Comodo DNS,brasil,15062023T22,15062023L19,Popular
youtube.com,136.37471199035645,Google,brasil,15062023T22,15062023L19,Popular
youtube.com,19.346952438354492,Quad9,brasil,15062023T22,15062023L19,Popular
youtube.com,144.8974609375,OpenDNS,brasil,15062023T22,15062023L19,Popular
youtube.com,124.47381019592285,CloudFlare,brasil,15062023T22,15062023L19,Popular
youtube.com,96.22645378112793,Comodo DNS,brasil,15062023T22,15062023L19,Popular
facebook.com,21.260499954223633,Google,brasil,15062023T22,15062023L19,Popular
facebook.com,17.934560775756836,Quad9,brasil,15062023T22,15062023L19,Popular
facebook.com,29.28447723388672,OpenDNS,brasil,15062023T22,15062023L19,Popular
facebook.com,130.3396224975586,CloudFlare,brasil,15062023T22,15062023L19,Popular
facebook.com,35.00986099243164,Comodo DNS,brasil,15062023T22,15062023L19,Popular
a-msedge.net,20.9810733795166,Google,brasil,15062023T22,15062023L19,Popular
a-msedge.net,18.175125122070312,Quad9,brasil,15062023T22,15062023L19,Popular
a-msedge.net,23.337364196777344,OpenDNS,brasil,15062023T22,15062023L19,Popular
a-msedge.net,132.98630714416504,CloudFlare,brasil,15062023T22,15062023L19,Popular
a-msedge.net,35.22610664367676,Comodo DNS,brasil,15062023T22,15062023L19,Popular
microsoft.com,18.01156997680664,Google,brasil,15062023T22,15062023L19,Popular
microsoft.com,18.056869506835938,Quad9,brasil,15062023T22,15062023L19,Popular
microsoft.com,27.76360511779785,OpenDNS,brasil,15062023T22,15062023L19,Popular
microsoft.com,126.12485885620117,CloudFlare,brasil,15062023T22,15062023L19,Popular
microsoft.com,32.35149383544922,Comodo DNS,brasil,15062023T22,15062023L19,Popular
netflix.com,18.65410804748535,Google,brasil,15062023T22,15062023L19,Popular
netflix.com,17.74764060974121,Quad9,brasil,15062023T22,15062023L19,Popular
netflix.com,169.15225982666016,OpenDNS,brasil,15062023T22,15062023L19,Popular
netflix.com,125.18763542175293,CloudFlare,brasil,15062023T22,15062023L19,Popular
netflix.com,35.387516021728516,Comodo DNS,brasil,15062023T22,15062023L19,Popular
epicgames.com,21.199464797973633,Google,brasil,15062023T22,15062023L19,Popular
epicgames.com,18.355369567871094,Quad9,brasil,15062023T22,15062023L19,Popular
epicgames.com,167.280912399292,OpenDNS,brasil,15062023T22,15062023L19,Popular
epicgames.com,125.30112266540527,CloudFlare,brasil,15062023T22,15062023L19,Popular
epicgames.com,32.63664245605469,Comodo DNS,brasil,15062023T22,15062023L19,Popular
akamaiedge.net,207.75079727172852,Google,brasil,15062023T22,15062023L19,Popular
akamaiedge.net,19.947528839111328,Quad9,brasil,15062023T22,15062023L19,Popular
akamaiedge.net,139.50681686401367,OpenDNS,brasil,15062023T22,15062023L19,Popular
akamaiedge.net,125.15783309936523,CloudFlare,brasil,15062023T22,15062023L19,Popular
akamaiedge.net,33.059120178222656,Comodo DNS,brasil,15062023T22,15062023L19,Popular
gtld-servers.net,134.08327102661133,Google,brasil,15062023T22,15062023L19,Popular
gtld-servers.net,20.01667022705078,Quad9,brasil,15062023T22,15062023L19,Popular
gtld-servers.net,221.34113311767578,OpenDNS,brasil,15062023T22,15062023L19,Popular
gtld-servers.net,124.7110366821289,CloudFlare,brasil,15062023T22,15062023L19,Popular
gtld-servers.net,137.7582550048828,Comodo DNS,brasil,15062023T22,15062023L19,Popular
twitter.com,18.115997314453125,Google,brasil,15062023T22,15062023L19,Popular
twitter.com,19.0885066986084,Quad9,brasil,15062023T22,15062023L19,Popular
twitter.com,21.236181259155273,OpenDNS,brasil,15062023T22,15062023L19,Popular
twitter.com,124.98712539672852,CloudFlare,brasil,15062023T22,15062023L19,Popular
twitter.com,35.588741302490234,Comodo DNS,brasil,15062023T22,15062023L19,Popular
instagram.com,21.129608154296875,Google,brasil,15062023T22,15062023L19,Popular
instagram.com,18.883466720581055,Quad9,brasil,15062023T22,15062023L19,Popular
instagram.com,3.758668899536133,OpenDNS,brasil,15062023T22,15062023L19,Popular
instagram.com,124.74346160888672,CloudFlare,brasil,15062023T22,15062023L19,Popular
instagram.com,78.95779609680176,Comodo DNS,brasil,15062023T22,15062023L19,Popular
baidu.com,351.38750076293945,Google,brasil,15062023T22,15062023L19,Popular
baidu.com,18.131732940673828,Quad9,brasil,15062023T22,15062023L19,Popular
baidu.com,345.58677673339844,OpenDNS,brasil,15062023T22,15062023L19,Popular
baidu.com,380.68699836730957,CloudFlare,brasil,15062023T22,15062023L19,Popular
baidu.com,32.54532814025879,Comodo DNS,brasil,15062023T22,15062023L19,Popular
amazonaws.com,18.204689025878906,Google,brasil,15062023T22,15062023L19,Popular
amazonaws.com,18.54252815246582,Quad9,brasil,15062023T22,15062023L19,Popular
amazonaws.com,2.6903152465820312,OpenDNS,brasil,15062023T22,15062023L19,Popular
amazonaws.com,125.90575218200684,CloudFlare,brasil,15062023T22,15062023L19,Popular
amazonaws.com,2133.4450244903564,Comodo DNS,brasil,15062023T22,15062023L19,Popular
apple.com,16.888856887817383,Google,brasil,15062023T22,15062023L19,Popular
apple.com,20.370960235595703,Quad9,brasil,15062023T22,15062023L19,Popular
apple.com,2.961874008178711,OpenDNS,brasil,15062023T22,15062023L19,Popular
apple.com,141.77870750427246,CloudFlare,brasil,15062023T22,15062023L19,Popular
apple.com,41.341304779052734,Comodo DNS,brasil,15062023T22,15062023L19,Popular
linkedin.com,18.93925666809082,Google,brasil,15062023T22,15062023L19,Popular
linkedin.com,18.20540428161621,Quad9,brasil,15062023T22,15062023L19,Popular
linkedin.com,27.811288833618164,OpenDNS,brasil,15062023T22,15062023L19,Popular
linkedin.com,125.73122978210449,CloudFlare,brasil,15062023T22,15062023L19,Popular
linkedin.com,34.71636772155762,Comodo DNS,brasil,15062023T22,15062023L19,Popular
cloudflare.com,20.534038543701172,Google,brasil,15062023T22,15062023L19,Popular
cloudflare.com,18.80645751953125,Quad9,brasil,15062023T22,15062023L19,Popular
cloudflare.com,5.833625793457031,OpenDNS,brasil,15062023T22,15062023L19,Popular
cloudflare.com,125.3812313079834,CloudFlare,brasil,15062023T22,15062023L19,Popular
cloudflare.com,32.47380256652832,Comodo DNS,brasil,15062023T22,15062023L19,Popular
wikipedia.org,217.3604965209961,Google,brasil,15062023T22,15062023L19,Popular
wikipedia.org,17.87400245666504,Quad9,brasil,15062023T22,15062023L19,Popular
wikipedia.org,161.47661209106445,OpenDNS,brasil,15062023T22,15062023L19,Popular
wikipedia.org,277.8911590576172,CloudFlare,brasil,15062023T22,15062023L19,Popular
wikipedia.org,35.2025032043457,Comodo DNS,brasil,15062023T22,15062023L19,Popular
yahoo.com,133.24236869812012,Google,brasil,15062023T22,15062023L19,Popular
yahoo.com,18.47982406616211,Quad9,brasil,15062023T22,15062023L19,Popular
yahoo.com,147.62067794799805,OpenDNS,brasil,15062023T22,15062023L19,Popular
yahoo.com,127.00438499450684,CloudFlare,brasil,15062023T22,15062023L19,Popular
yahoo.com,35.55035591125488,Comodo DNS,brasil,15062023T22,15062023L19,Popular
qq.com,368.28017234802246,Google,brasil,15062023T22,15062023L19,Popular
qq.com,47.417402267456055,Quad9,brasil,15062023T22,15062023L19,Popular
qq.com,384.6590518951416,OpenDNS,brasil,15062023T22,15062023L19,Popular
qq.com,360.0428104400635,CloudFlare,brasil,15062023T22,15062023L19,Popular
qq.com,39.376258850097656,Comodo DNS,brasil,15062023T22,15062023L19,Popular
akamai.net,25.43783187866211,Google,brasil,15062023T22,15062023L19,Popular
akamai.net,19.162416458129883,Quad9,brasil,15062023T22,15062023L19,Popular
akamai.net,24.23548698425293,OpenDNS,brasil,15062023T22,15062023L19,Popular
akamai.net,157.9601764678955,CloudFlare,brasil,15062023T22,15062023L19,Popular
akamai.net,36.03029251098633,Comodo DNS,brasil,15062023T22,15062023L19,Popular
domain1.tche.br,38.546085357666016,Google,brasil,15062023T22,15062023L19,New
domain1.tche.br,37.988901138305664,Quad9,brasil,15062023T22,15062023L19,New
domain1.tche.br,11.539936065673828,OpenDNS,brasil,15062023T22,15062023L19,New
domain1.tche.br,480.6056022644043,CloudFlare,brasil,15062023T22,15062023L19,New
domain1.tche.br,53.95030975341797,Comodo DNS,brasil,15062023T22,15062023L19,New
domain2.tche.br,37.26482391357422,Google,brasil,15062023T22,15062023L19,New
domain2.tche.br,33.951759338378906,Quad9,brasil,15062023T22,15062023L19,New
domain2.tche.br,25.102615356445312,OpenDNS,brasil,15062023T22,15062023L19,New
domain2.tche.br,247.07436561584473,CloudFlare,brasil,15062023T22,15062023L19,New
domain2.tche.br,113.47532272338867,Comodo DNS,brasil,15062023T22,15062023L19,New
domain3.tche.br,35.4609489440918,Google,brasil,15062023T22,15062023L19,New
domain3.tche.br,35.7975959777832,Quad9,brasil,15062023T22,15062023L19,New
domain3.tche.br,9.662389755249023,OpenDNS,brasil,15062023T22,15062023L19,New
domain3.tche.br,473.04821014404297,CloudFlare,brasil,15062023T22,15062023L19,New
domain3.tche.br,79.33950424194336,Comodo DNS,brasil,15062023T22,15062023L19,New
domain4.tche.br,35.46881675720215,Google,brasil,15062023T22,15062023L19,New
domain4.tche.br,56.35547637939453,Quad9,brasil,15062023T22,15062023L19,New
domain4.tche.br,5.448341369628906,OpenDNS,brasil,15062023T22,15062023L19,New
domain4.tche.br,247.55430221557617,CloudFlare,brasil,15062023T22,15062023L19,New
domain4.tche.br,83.07838439941406,Comodo DNS,brasil,15062023T22,15062023L19,New
domain5.tche.br,38.31958770751953,Google,brasil,15062023T22,15062023L19,New
domain5.tche.br,33.78868103027344,Quad9,brasil,15062023T22,15062023L19,New
domain5.tche.br,4.69660758972168,OpenDNS,brasil,15062023T22,15062023L19,New
domain5.tche.br,252.22492218017578,CloudFlare,brasil,15062023T22,15062023L19,New
domain5.tche.br,70.46079635620117,Comodo DNS,brasil,15062023T22,15062023L19,New
domain6.tche.br,37.56141662597656,Google,brasil,15062023T22,15062023L19,New
domain6.tche.br,36.1628532409668,Quad9,brasil,15062023T22,15062023L19,New
domain6.tche.br,62.787771224975586,OpenDNS,brasil,15062023T22,15062023L19,New
domain6.tche.br,247.40099906921387,CloudFlare,brasil,15062023T22,15062023L19,New
domain6.tche.br,54.08930778503418,Comodo DNS,brasil,15062023T22,15062023L19,New
domain7.tche.br,35.97235679626465,Google,brasil,15062023T22,15062023L19,New
domain7.tche.br,34.29579734802246,Quad9,brasil,15062023T22,15062023L19,New
domain7.tche.br,43.16115379333496,OpenDNS,brasil,15062023T22,15062023L19,New
domain7.tche.br,247.8790283203125,CloudFlare,brasil,15062023T22,15062023L19,New
domain7.tche.br,54.29387092590332,Comodo DNS,brasil,15062023T22,15062023L19,New
domain8.tche.br,39.50238227844238,Google,brasil,15062023T22,15062023L19,New
domain8.tche.br,33.9200496673584,Quad9,brasil,15062023T22,15062023L19,New
domain8.tche.br,9.866952896118164,OpenDNS,brasil,15062023T22,15062023L19,New
domain8.tche.br,248.17585945129395,CloudFlare,brasil,15062023T22,15062023L19,New
domain8.tche.br,57.3115348815918,Comodo DNS,brasil,15062023T22,15062023L19,New
domain9.tche.br,35.95614433288574,Google,brasil,15062023T22,15062023L19,New
domain9.tche.br,35.9807014465332,Quad9,brasil,15062023T22,15062023L19,New
domain9.tche.br,43.83063316345215,OpenDNS,brasil,15062023T22,15062023L19,New
domain9.tche.br,257.28607177734375,CloudFlare,brasil,15062023T22,15062023L19,New
domain9.tche.br,54.82220649719238,Comodo DNS,brasil,15062023T22,15062023L19,New
domain10.tche.br,35.73131561279297,Google,brasil,15062023T22,15062023L19,New
domain10.tche.br,38.35105895996094,Quad9,brasil,15062023T22,15062023L19,New
domain10.tche.br,4.604339599609375,OpenDNS,brasil,15062023T22,15062023L19,New
domain10.tche.br,247.3607063293457,CloudFlare,brasil,15062023T22,15062023L19,New
domain10.tche.br,53.9860725402832,Comodo DNS,brasil,15062023T22,15062023L19,New
domain11.tche.br,37.05430030822754,Google,brasil,15062023T22,15062023L19,New
domain11.tche.br,17.421722412109375,Quad9,brasil,15062023T22,15062023L19,New
domain11.tche.br,5.166769027709961,OpenDNS,brasil,15062023T22,15062023L19,New
domain11.tche.br,248.26502799987793,CloudFlare,brasil,15062023T22,15062023L19,New
domain11.tche.br,81.12025260925293,Comodo DNS,brasil,15062023T22,15062023L19,New
domain12.tche.br,37.34230995178223,Google,brasil,15062023T22,15062023L19,New
domain12.tche.br,18.999338150024414,Quad9,brasil,15062023T22,15062023L19,New
domain12.tche.br,23.934125900268555,OpenDNS,brasil,15062023T22,15062023L19,New
domain12.tche.br,250.52666664123535,CloudFlare,brasil,15062023T22,15062023L19,New
domain12.tche.br,52.12712287902832,Comodo DNS,brasil,15062023T22,15062023L19,New
domain13.tche.br,34.636497497558594,Google,brasil,15062023T22,15062023L19,New
domain13.tche.br,20.550251007080078,Quad9,brasil,15062023T22,15062023L19,New
domain13.tche.br,4.247188568115234,OpenDNS,brasil,15062023T22,15062023L19,New
domain13.tche.br,256.12664222717285,CloudFlare,brasil,15062023T22,15062023L19,New
domain13.tche.br,70.0984001159668,Comodo DNS,brasil,15062023T22,15062023L19,New
domain14.tche.br,35.42375564575195,Google,brasil,15062023T22,15062023L19,New
domain14.tche.br,18.5549259185791,Quad9,brasil,15062023T22,15062023L19,New
domain14.tche.br,4.791975021362305,OpenDNS,brasil,15062023T22,15062023L19,New
domain14.tche.br,247.51567840576172,CloudFlare,brasil,15062023T22,15062023L19,New
domain14.tche.br,53.39765548706055,Comodo DNS,brasil,15062023T22,15062023L19,New
domain15.tche.br,37.557363510131836,Google,brasil,15062023T22,15062023L19,New
domain15.tche.br,17.90761947631836,Quad9,brasil,15062023T22,15062023L19,New
domain15.tche.br,6.045818328857422,OpenDNS,brasil,15062023T22,15062023L19,New
domain15.tche.br,249.7565746307373,CloudFlare,brasil,15062023T22,15062023L19,New
domain15.tche.br,57.43122100830078,Comodo DNS,brasil,15062023T22,15062023L19,New
domain16.tche.br,38.793087005615234,Google,brasil,15062023T22,15062023L19,New
domain16.tche.br,26.101350784301758,Quad9,brasil,15062023T22,15062023L19,New
domain16.tche.br,4.0225982666015625,OpenDNS,brasil,15062023T22,15062023L19,New
domain16.tche.br,247.47824668884277,CloudFlare,brasil,15062023T22,15062023L19,New
domain16.tche.br,54.02946472167969,Comodo DNS,brasil,15062023T22,15062023L19,New
domain17.tche.br,34.932613372802734,Google,brasil,15062023T22,15062023L19,New
domain17.tche.br,34.44838523864746,Quad9,brasil,15062023T22,15062023L19,New
domain17.tche.br,5.899906158447266,OpenDNS,brasil,15062023T22,15062023L19,New
domain17.tche.br,248.57068061828613,CloudFlare,brasil,15062023T22,15062023L19,New
domain17.tche.br,65.70959091186523,Comodo DNS,brasil,15062023T22,15062023L19,New
domain18.tche.br,35.80045700073242,Google,brasil,15062023T22,15062023L19,New
domain18.tche.br,17.60554313659668,Quad9,brasil,15062023T22,15062023L19,New
domain18.tche.br,4.1790008544921875,OpenDNS,brasil,15062023T22,15062023L19,New
domain18.tche.br,247.2677230834961,CloudFlare,brasil,15062023T22,15062023L19,New
domain18.tche.br,53.58743667602539,Comodo DNS,brasil,15062023T22,15062023L19,New
domain19.tche.br,34.71517562866211,Google,brasil,15062023T22,15062023L19,New
domain19.tche.br,16.788005828857422,Quad9,brasil,15062023T22,15062023L19,New
domain19.tche.br,3.8127899169921875,OpenDNS,brasil,15062023T22,15062023L19,New
domain19.tche.br,247.16496467590332,CloudFlare,brasil,15062023T22,15062023L19,New
domain19.tche.br,61.18011474609375,Comodo DNS,brasil,15062023T22,15062023L19,New
domain20.tche.br,37.42647171020508,Google,brasil,15062023T22,15062023L19,New
domain20.tche.br,17.41933822631836,Quad9,brasil,15062023T22,15062023L19,New
domain20.tche.br,5.311012268066406,OpenDNS,brasil,15062023T22,15062023L19,New
domain20.tche.br,253.97419929504395,CloudFlare,brasil,15062023T22,15062023L19,New
domain20.tche.br,56.43153190612793,Comodo DNS,brasil,15062023T22,15062023L19,New
tabsite.com,169.85368728637695,Google,brasil,15062023T22,15062023L19,Medium
tabsite.com,243.59369277954102,Quad9,brasil,15062023T22,15062023L19,Medium
tabsite.com,555.1695823669434,OpenDNS,brasil,15062023T22,15062023L19,Medium
tabsite.com,194.62919235229492,CloudFlare,brasil,15062023T22,15062023L19,Medium
tabsite.com,501.4452934265137,Comodo DNS,brasil,15062023T22,15062023L19,Medium
yuukagetsu.com,287.20641136169434,Google,brasil,15062023T22,15062023L19,Medium
yuukagetsu.com,338.698148727417,Quad9,brasil,15062023T22,15062023L19,Medium
yuukagetsu.com,2108.0362796783447,OpenDNS,brasil,15062023T22,15062023L19,Medium
yuukagetsu.com,316.4682388305664,CloudFlare,brasil,15062023T22,15062023L19,Medium
yuukagetsu.com,625.2002716064453,Comodo DNS,brasil,15062023T22,15062023L19,Medium
kafene.com,25.826692581176758,Google,brasil,15062023T22,15062023L19,Medium
kafene.com,68.49098205566406,Quad9,brasil,15062023T22,15062023L19,Medium
kafene.com,372.7750778198242,OpenDNS,brasil,15062023T22,15062023L19,Medium
kafene.com,170.3653335571289,CloudFlare,brasil,15062023T22,15062023L19,Medium
kafene.com,140.69128036499023,Comodo DNS,brasil,15062023T22,15062023L19,Medium
yuzu-tosou.com,287.0676517486572,Google,brasil,15062023T22,15062023L19,Medium
yuzu-tosou.com,356.8308353424072,Quad9,brasil,15062023T22,15062023L19,Medium
yuzu-tosou.com,1129.3792724609375,OpenDNS,brasil,15062023T22,15062023L19,Medium
yuzu-tosou.com,569.7753429412842,CloudFlare,brasil,15062023T22,15062023L19,Medium
yuzu-tosou.com,1510.3366374969482,Comodo DNS,brasil,15062023T22,15062023L19,Medium
lotzadollars.com,123.9314079284668,Google,brasil,15062023T22,15062023L19,Medium
lotzadollars.com,171.1099147796631,Quad9,brasil,15062023T22,15062023L19,Medium
lotzadollars.com,505.26952743530273,OpenDNS,brasil,15062023T22,15062023L19,Medium
lotzadollars.com,169.44646835327148,CloudFlare,brasil,15062023T22,15062023L19,Medium
lotzadollars.com,625.7636547088623,Comodo DNS,brasil,15062023T22,15062023L19,Medium
ywproperty.com,240.1437759399414,Google,brasil,15062023T22,15062023L19,Medium
ywproperty.com,189.91684913635254,Quad9,brasil,15062023T22,15062023L19,Medium
ywproperty.com,516.2398815155029,OpenDNS,brasil,15062023T22,15062023L19,Medium
ywproperty.com,150.35724639892578,CloudFlare,brasil,15062023T22,15062023L19,Medium
ywproperty.com,668.9789295196533,Comodo DNS,brasil,15062023T22,15062023L19,Medium
yxbabe.com,239.58230018615723,Google,brasil,15062023T22,15062023L19,Medium
yxbabe.com,186.5830421447754,Quad9,brasil,15062023T22,15062023L19,Medium
yxbabe.com,788.2232666015625,OpenDNS,brasil,15062023T22,15062023L19,Medium
yxbabe.com,383.2666873931885,CloudFlare,brasil,15062023T22,15062023L19,Medium
yxbabe.com,4081.6688537597656,Comodo DNS,brasil,15062023T22,15062023L19,Medium
google.com,18.420696258544922,Google,brasil,15062023T23,15062023L20,Popular
google.com,17.531633377075195,Quad9,brasil,15062023T23,15062023L20,Popular
google.com,3.008127212524414,OpenDNS,brasil,15062023T23,15062023L20,Popular
google.com,127.61855125427246,CloudFlare,brasil,15062023T23,15062023L20,Popular
google.com,87.0509147644043,Comodo DNS,brasil,15062023T23,15062023L20,Popular
youtube.com,131.50501251220703,Google,brasil,15062023T23,15062023L20,Popular
youtube.com,17.961740493774414,Quad9,brasil,15062023T23,15062023L20,Popular
youtube.com,71.5329647064209,OpenDNS,brasil,15062023T23,15062023L20,Popular
youtube.com,124.21941757202148,CloudFlare,brasil,15062023T23,15062023L20,Popular
youtube.com,83.60552787780762,Comodo DNS,brasil,15062023T23,15062023L20,Popular
facebook.com,21.76523208618164,Google,brasil,15062023T23,15062023L20,Popular
facebook.com,18.352985382080078,Quad9,brasil,15062023T23,15062023L20,Popular
facebook.com,4.805088043212891,OpenDNS,brasil,15062023T23,15062023L20,Popular
facebook.com,124.74942207336426,CloudFlare,brasil,15062023T23,15062023L20,Popular
facebook.com,23.79012107849121,Comodo DNS,brasil,15062023T23,15062023L20,Popular
a-msedge.net,21.597862243652344,Google,brasil,15062023T23,15062023L20,Popular
a-msedge.net,17.67420768737793,Quad9,brasil,15062023T23,15062023L20,Popular
a-msedge.net,22.907495498657227,OpenDNS,brasil,15062023T23,15062023L20,Popular
a-msedge.net,127.32481956481934,CloudFlare,brasil,15062023T23,15062023L20,Popular
a-msedge.net,41.83030128479004,Comodo DNS,brasil,15062023T23,15062023L20,Popular
microsoft.com,18.463611602783203,Google,brasil,15062023T23,15062023L20,Popular
microsoft.com,18.059730529785156,Quad9,brasil,15062023T23,15062023L20,Popular
microsoft.com,28.444290161132812,OpenDNS,brasil,15062023T23,15062023L20,Popular
microsoft.com,125.19335746765137,CloudFlare,brasil,15062023T23,15062023L20,Popular
microsoft.com,23.400068283081055,Comodo DNS,brasil,15062023T23,15062023L20,Popular
netflix.com,20.35355567932129,Google,brasil,15062023T23,15062023L20,Popular
netflix.com,17.932653427124023,Quad9,brasil,15062023T23,15062023L20,Popular
netflix.com,166.5475368499756,OpenDNS,brasil,15062023T23,15062023L20,Popular
netflix.com,124.97973442077637,CloudFlare,brasil,15062023T23,15062023L20,Popular
netflix.com,23.96559715270996,Comodo DNS,brasil,15062023T23,15062023L20,Popular
epicgames.com,18.78809928894043,Google,brasil,15062023T23,15062023L20,Popular
epicgames.com,24.293899536132812,Quad9,brasil,15062023T23,15062023L20,Popular
epicgames.com,166.77093505859375,OpenDNS,brasil,15062023T23,15062023L20,Popular
epicgames.com,124.68647956848145,CloudFlare,brasil,15062023T23,15062023L20,Popular
epicgames.com,24.20520782470703,Comodo DNS,brasil,15062023T23,15062023L20,Popular
akamaiedge.net,21.02065086364746,Google,brasil,15062023T23,15062023L20,Popular
akamaiedge.net,19.387245178222656,Quad9,brasil,15062023T23,15062023L20,Popular
akamaiedge.net,23.03028106689453,OpenDNS,brasil,15062023T23,15062023L20,Popular
akamaiedge.net,125.31876564025879,CloudFlare,brasil,15062023T23,15062023L20,Popular
akamaiedge.net,32.77158737182617,Comodo DNS,brasil,15062023T23,15062023L20,Popular
gtld-servers.net,217.47708320617676,Google,brasil,15062023T23,15062023L20,Popular
gtld-servers.net,18.057584762573242,Quad9,brasil,15062023T23,15062023L20,Popular
gtld-servers.net,219.712495803833,OpenDNS,brasil,15062023T23,15062023L20,Popular
gtld-servers.net,124.41253662109375,CloudFlare,brasil,15062023T23,15062023L20,Popular
gtld-servers.net,126.09720230102539,Comodo DNS,brasil,15062023T23,15062023L20,Popular
twitter.com,19.040346145629883,Google,brasil,15062023T23,15062023L20,Popular
twitter.com,18.828392028808594,Quad9,brasil,15062023T23,15062023L20,Popular
twitter.com,21.85797691345215,OpenDNS,brasil,15062023T23,15062023L20,Popular
twitter.com,127.30598449707031,CloudFlare,brasil,15062023T23,15062023L20,Popular
twitter.com,23.911476135253906,Comodo DNS,brasil,15062023T23,15062023L20,Popular
instagram.com,22.181272506713867,Google,brasil,15062023T23,15062023L20,Popular
instagram.com,18.054723739624023,Quad9,brasil,15062023T23,15062023L20,Popular
instagram.com,189.7900104522705,OpenDNS,brasil,15062023T23,15062023L20,Popular
instagram.com,198.746919631958,CloudFlare,brasil,15062023T23,15062023L20,Popular
instagram.com,81.88128471374512,Comodo DNS,brasil,15062023T23,15062023L20,Popular
baidu.com,383.1980228424072,Google,brasil,15062023T23,15062023L20,Popular
baidu.com,18.505573272705078,Quad9,brasil,15062023T23,15062023L20,Popular
baidu.com,452.756404876709,OpenDNS,brasil,15062023T23,15062023L20,Popular
baidu.com,338.02270889282227,CloudFlare,brasil,15062023T23,15062023L20,Popular
baidu.com,23.72908592224121,Comodo DNS,brasil,15062023T23,15062023L20,Popular
amazonaws.com,17.67754554748535,Google,brasil,15062023T23,15062023L20,Popular
amazonaws.com,92.0872688293457,Quad9,brasil,15062023T23,15062023L20,Popular
amazonaws.com,3.142118453979492,OpenDNS,brasil,15062023T23,15062023L20,Popular
amazonaws.com,123.64506721496582,CloudFlare,brasil,15062023T23,15062023L20,Popular
amazonaws.com,23.661375045776367,Comodo DNS,brasil,15062023T23,15062023L20,Popular
apple.com,16.999244689941406,Google,brasil,15062023T23,15062023L20,Popular
apple.com,18.9666748046875,Quad9,brasil,15062023T23,15062023L20,Popular
apple.com,2.895355224609375,OpenDNS,brasil,15062023T23,15062023L20,Popular
apple.com,124.49789047241211,CloudFlare,brasil,15062023T23,15062023L20,Popular
apple.com,23.900985717773438,Comodo DNS,brasil,15062023T23,15062023L20,Popular
linkedin.com,17.6851749420166,Google,brasil,15062023T23,15062023L20,Popular
linkedin.com,91.30740165710449,Quad9,brasil,15062023T23,15062023L20,Popular
linkedin.com,28.88321876525879,OpenDNS,brasil,15062023T23,15062023L20,Popular
linkedin.com,124.14717674255371,CloudFlare,brasil,15062023T23,15062023L20,Popular
linkedin.com,24.303674697875977,Comodo DNS,brasil,15062023T23,15062023L20,Popular
cloudflare.com,22.706031799316406,Google,brasil,15062023T23,15062023L20,Popular
cloudflare.com,18.235206604003906,Quad9,brasil,15062023T23,15062023L20,Popular
cloudflare.com,4.407644271850586,OpenDNS,brasil,15062023T23,15062023L20,Popular
cloudflare.com,124.44281578063965,CloudFlare,brasil,15062023T23,15062023L20,Popular
cloudflare.com,24.386882781982422,Comodo DNS,brasil,15062023T23,15062023L20,Popular
wikipedia.org,164.21151161193848,Google,brasil,15062023T23,15062023L20,Popular
wikipedia.org,17.9293155670166,Quad9,brasil,15062023T23,15062023L20,Popular
wikipedia.org,175.96173286437988,OpenDNS,brasil,15062023T23,15062023L20,Popular
wikipedia.org,124.48883056640625,CloudFlare,brasil,15062023T23,15062023L20,Popular
wikipedia.org,23.736953735351562,Comodo DNS,brasil,15062023T23,15062023L20,Popular
yahoo.com,133.79740715026855,Google,brasil,15062023T23,15062023L20,Popular
yahoo.com,108.81209373474121,Quad9,brasil,15062023T23,15062023L20,Popular
yahoo.com,165.78984260559082,OpenDNS,brasil,15062023T23,15062023L20,Popular
yahoo.com,140.76614379882812,CloudFlare,brasil,15062023T23,15062023L20,Popular
yahoo.com,23.623228073120117,Comodo DNS,brasil,15062023T23,15062023L20,Popular
qq.com,356.3508987426758,Google,brasil,15062023T23,15062023L20,Popular
qq.com,20.00260353088379,Quad9,brasil,15062023T23,15062023L20,Popular
qq.com,361.4611625671387,OpenDNS,brasil,15062023T23,15062023L20,Popular
qq.com,126.62982940673828,CloudFlare,brasil,15062023T23,15062023L20,Popular
qq.com,31.3262939453125,Comodo DNS,brasil,15062023T23,15062023L20,Popular
akamai.net,26.823997497558594,Google,brasil,15062023T23,15062023L20,Popular
akamai.net,20.496129989624023,Quad9,brasil,15062023T23,15062023L20,Popular
akamai.net,22.605419158935547,OpenDNS,brasil,15062023T23,15062023L20,Popular
akamai.net,125.45061111450195,CloudFlare,brasil,15062023T23,15062023L20,Popular
akamai.net,31.140565872192383,Comodo DNS,brasil,15062023T23,15062023L20,Popular
domain1.tche.br,39.83664512634277,Google,brasil,15062023T23,15062023L20,New
domain1.tche.br,34.73925590515137,Quad9,brasil,15062023T23,15062023L20,New
domain1.tche.br,5.516290664672852,OpenDNS,brasil,15062023T23,15062023L20,New
domain1.tche.br,441.9445991516113,CloudFlare,brasil,15062023T23,15062023L20,New
domain1.tche.br,46.21744155883789,Comodo DNS,brasil,15062023T23,15062023L20,New
